Constituency,Caste Category,Winner_Political_Party,Winner_Votes,RunnerUp_Political_Party,RunnerUp_Votes,Margin_Winner_VS_RunnerUp_Votes,Others_Votes,Total_Votes_Pooled,Total_Electors,Margin_Electors_VS_Pooled,Religion_won,,,,,,,,,
Nandurbar,GEN,JanataDalUnited,471310,LokJanshaktiParty,368914,102396,27692,867916,891915,23999,Others,,,,,,,,,
Nandyal,GEN,CommunistPartyof,479511,BharatiyaJanataParty,423360,56151,27447,930318,957841,27523,Hindu,,,,,,,,,
Narasapuram,GEN,BharatiyaJanataParty,361282,INC,336947,24335,26649,724878,774761,49883,Hindu,,,,,,,,,
Narasaraopet,ST,INC,351911,BharatiyaJanataParty,244290,107621,20662,616863,636288,19425,Muslim,,,,,,,,,
Nashik,GEN,INC,458526,TeluguDesamParty,346847,111679,34761,840134,851531,11397,Muslim,,,,,,,,,
Navsari,GEN,INC,402761,BharatiyaJanataParty,338349,64412,22822,763932,782449,18517,Christian,,,,,,,,,
Nawada,GEN,INC,481310,TeluguDesamParty,395055,86255,23963,900328,937479,37151,Hindu,,,,,,,,,
Nellore,GEN,NationalistCongressParty,307613,ShivSena,292555,15058,24303,624471,639452,14981,Others,,,,,,,,,
NewDelhi,SC,RashtriyaJanataDal,489992,BharatiyaJanataParty,433986,56006,23457,947435,973331,25896,Christian,,,,,,,,,
Nilgiris,SC,INC,450129,BharatiyaJanataParty,321905,128224,22467,794501,845881,51380,Hindu,,,,,,,,,
Nizamabad,GEN,INC,105415,BharatiyaJanataParty,92631,12784,25270,223316,264087,40771,Hindu,,,,,,,,,
NorthEastDelhi,GEN,INC,494121,BharatiyaJanataParty,257619,236502,35751,787491,807498,20007,Christian,,,,,,,,,
NorthGoa,GEN,INC,442142,TeluguDesamParty,304271,137871,31111,777524,824990,47466,Christian,,,,,,,,,
NorthWestDelhi,GEN,BharatiyaJanataParty,342704,INC,311292,31412,20654,674650,713753,39103,Hindu,,,,,,,,,
Nowgong,ST,BharatiyaJanataParty,359989,INC,322957,37032,31555,714501,749089,34588,Others,,,,,,,,,
Ongole,GEN,INC,446584,TeluguDesamParty,340563,106021,22630,809777,868604,58827,Christian,,,,,,,,,
Osmanabad,SC,ShivSena,294436,NationalistCongressParty,292787,1649,38394,625617,637133,11516,Hindu,,,,,,,,,
OuterManipur,SC,CommunistPartyof,395928,INC,325518,70410,39521,760967,783458,22491,Hindu,,,,,,,,,
Palakkad,GEN,INC,855543,BharatiyaJanataParty,631753,223790,39868,1527164,1553504,26340,Muslim,,,,,,,,,
Palamau,ST,Independent,229634,BharatiyaJanataParty,147441,82193,37228,414303,471656,57353,Christian,,,,,,,,,
Palghar,GEN,NationalLoktantrikParty,206850,INC,198428,8422,35375,440653,473944,33291,Hindu,,,,,,,,,
Pali,SC,RashtriyaJanataDal,206733,BharatiyaJanataParty,151589,55144,36297,394619,444744,50125,Hindu,,,,,,,,,
Panchmahal,GEN,INC,448900,AllIndiaAnnaKazhagam,217407,231493,26023,692330,728742,36412,Others,,,,,,,,,
Parbhani,GEN,CommunistPartyof,375144,INC,276986,98158,31841,683971,741250,57279,Hindu,,,,,,,,,
PaschimChamparan,GEN,BharatiyaJanataParty,264114,INC,200876,63238,27211,492201,545670,53469,Others,,,,,,,,,
Pataliputra,GEN,BharatiyaJanataParty,144842,NationalistCongressParty,88629,56213,31759,265230,296646,31416,Hindu,,,,,,,,,
Patan,SC,RepublicanPartyof,347215,BharatiyaJanataParty,247522,99693,33716,628453,641002,12549,Hindu,,,,,,,,,
Pathanamthitta,GEN,CommunistPartyof,541513,AllIndiaTrinamool,262035,279478,29291,832839,855354,22515,Hindu,,,,,,,,,
Patiala,GEN,ShivSena,339318,NationalistCongressParty,283147,56171,37523,659988,670356,10368,Hindu,,,,,,,,,
PatnaSahib,ST,INC,321788,TeluguDesamParty,314370,7418,31005,667163,715800,48637,Christian,,,,,,,,,
Peddapalli,SC,BharatiyaJanataParty,273970,INC,250346,23624,25210,549526,609134,59608,Hindu,,,,,,,,,
Perambalur,GEN,INC,409917,ShiromaniAkaliDal,386250,23667,26685,822852,852353,29501,Muslim,,,,,,,,,
Phulpur,GEN,RashtriyaJanataDal,433853,BharatiyaJanataParty,395291,38562,20476,849620,880841,31221,Hindu,,,,,,,,,
Pilibhit,SC,INC,572207,TeluguDesamParty,309072,263135,20875,902154,957859,55705,Hindu,,,,,,,,,
Pollachi,SC,DravidaMunnetraKazhagam,389708,AllIndiaAnnaKazhagam,236375,153333,35800,661883,678629,16746,Muslim,,,,,,,,,
Ponnani,GEN,INC,346851,AllIndiaAnnaKazhagam,325696,21155,31774,704321,714612,10291,Hindu,,,,,,,,,
Porbandar,SC,ShiromaniAkaliDal,324512,INC,225628,98884,32053,582193,601269,19076,Hindu,,,,,,,,,
Pratapgarh,SC,BijuJanataDal,337951,INC,318679,19272,31694,688324,731195,42871,Hindu,,,,,,,,,
Puducherry,GEN,SamajwadiParty,265432,BahujanSamajParty,201085,64347,20771,487288,526862,39574,Christian,,,,,,,,,
Pune,GEN,BharatiyaJanataParty,255615,SamajwadiParty,152895,102720,27387,435897,494530,58633,Hindu,,,,,,,,,
Puri,SC,MarumalarchiDravidaMunnetra,364988,AllIndiaAnnaKazhagam,244067,120921,34756,643811,694919,51108,Christian,,,,,,,,,
Purnia,GEN,PattaliMakkalKatchi,241653,BharatiyaJanataParty,172472,69181,35890,450015,463359,13344,Christian,,,,,,,,,
Purulia,GEN,MuslimLeagueKerala,354051,CommunistPartyof,251293,102758,31256,636600,686770,50170,Christian,,,,,,,,,
PurviChamparan,GEN,BharatiyaJanataParty,229113,INC,223410,5703,28260,480783,528234,47451,Hindu,,,,,,,,,
RaeBareli,GEN,SamajwadiParty,238137,INC,168865,69272,32957,439959,492815,52856,Christian,,,,,,,,,
Raichur,GEN,DravidaMunnetraKazhagam,466133,AllIndiaAnnaKazhagam,309637,156496,28172,803942,851615,47673,Others,,,,,,,,,
Raigad,GEN,INC,373774,BharatiyaJanataParty,300598,73176,31629,706001,737671,31670,Hindu,,,,,,,,,
Raiganj,GEN,BijuJanataDal,462248,INC,401288,60960,22566,886102,927599,41497,Others,,,,,,,,,
Raigarh,GEN,BharatiyaJanataParty,244426,LokJanshaktiParty,231543,12883,28032,504001,523241,19240,Hindu,,,,,,,,,
Raipur,GEN,AllIndiaForward,341057,INC,195339,145718,20698,557094,591936,34842,Muslim,,,,,,,,,
Rajahmundry,GEN,CommunistPartyof,355279,INC,244208,111071,21111,620598,655809,35211,Christian,,,,,,,,,
Rajampet,GEN,INC,378107,SamajwadiParty,128342,249765,36479,542928,582085,39157,Hindu,,,,,,,,,
Rajgarh,GEN,INC,289424,JanataDalSecular,288916,508,27766,606106,636800,30694,Hindu,,,,,,,,,
Rajkot,GEN,INC,421904,CommunistPartyof,382757,39147,33203,837864,850748,12884,Muslim,,,,,,,,,
Rajmahal,ST,BharatiyaJanataParty,329057,INC,292326,36731,38815,660198,682958,22760,Hindu,,,,,,,,,
Rajnandgaon,GEN,BharatiyaJanataParty,376029,INC,246510,129519,37445,659984,703327,43343,Hindu,,,,,,,,,
Rajsamand,GEN,INC,413927,BharatiyaJanataParty,265107,148820,39802,718836,771990,53154,Others,,,,,,,,,
Ramanathapuram,GEN,INC,369797,TeluguDesamParty,291712,78085,26863,688372,699952,11580,Muslim,,,,,,,,,
Rampur,GEN,ShivSena,264001,INC,183102,80899,26454,473557,500579,27022,Hindu,,,,,,,,,
Ramtek,GEN,BharatiyaJanataParty,283135,INC,246423,36712,22482,552040,606324,54284,Hindu,,,,,,,,,
Ranaghat,GEN,BharatiyaJanataParty,320604,NationalistCongressParty,176634,143970,28218,525456,545145,19689,Muslim,,,,,,,,,
Ranchi,ST,JharkhandMuktiMorcha,226411,INC,223437,2974,35559,485407,544366,58959,Others,,,,,,,,,
Ratlam,GEN,BharatiyaJanataParty,314520,INC,300197,14323,33973,648690,670338,21648,Hindu,,,,,,,,,
Ratnagiri,GEN,DravidaMunnetraKazhagam,335287,AllIndiaAnnaKazhagam,225337,109950,35067,595691,638793,43102,Muslim,,,,,,,,,
Raver,GEN,SamajwadiParty,289390,INC,"2,039,16",85474,37280,326670,384600,57930,Christian,,,,,,,,,
Rewa,GEN,ShivSena,276720,INC,262618,14102,32225,571563,623222,51659,Hindu,,,,,,,,,
Robertsganj,GEN,INC,284035,BharatiyaJanataParty,268614,15421,30772,583421,603304,19883,Hindu,,,,,,,,,
Rohtak,SC,INC,384170,AllIndiaAnnaKazhagam,249637,134533,28070,661877,684347,22470,Hindu,,,,,,,,,
Sabarkantha,GEN,ShivSena,334690,NationalistCongressParty,185722,148968,21484,541896,571667,29771,Hindu,,,,,,,,,
Sagar,GEN,BharatiyaJanataParty,232021,BahujanSamajParty,187269,44752,26709,445999,486635,40636,Hindu,,,,,,,,,
Saharanpur,SC,BahujanSamajParty,189521,SamajwadiParty,179159,10362,20417,389097,431647,42550,Muslim,,,,,,,,,
Salem,GEN,INC,324235,BharatiyaJanataParty,173800,150435,23075,521110,572090,50980,Muslim,,,,,,,,,
Salempur,SC,ShiromaniAkaliDal,347631,INC,313994,33637,22708,684333,735539,51206,Christian,,,,,,,,,
Samastipur,SC,LokJanshaktiParty,394240,JanataDalUnited,255829,138411,22023,672092,691289,19197,Christian,,,,,,,,,
Sambalpur,GEN,INC,316483,BharatiyaJanataParty,276555,39928,24548,617586,654585,36999,Hindu,,,,,,,,,
Sambhal,SC,BharatiyaJanataParty,290974,INC,142983,147991,26831,460788,471888,11100,Hindu,,,,,,,,,
Sangli,GEN,SamajwadiParty,353272,BahujanSamajParty,326444,26828,31147,710863,757283,46420,Hindu,,,,,,,,,
Sangrur,GEN,LokJanshaktiParty,350426,JanataDalUnited,319639,30787,32530,702595,720199,17604,Hindu,,,,,,,,,
SantKabirNagar,SC,SamajwadiParty,231989,BahujanSamajParty,202179,29810,34458,468626,484558,15932,Others,,,,,,,,,
Saran,GEN,INC,444591,AllIndiaAnnaKazhagam,268964,175627,27395,740950,793997,53047,Hindu,,,,,,,,,
Sarguja,GEN,SamajwadiParty,195570,INC,179317,16253,28860,403747,456750,53003,Christian,,,,,,,,,
Sasaram,ST,BharatiyaJanataParty,281659,INC,256885,24774,23926,562470,618865,56395,Hindu,,,,,,,,,
Satara,GEN,RashtriyaJanataDal,437457,JanataDalUnited,310674,126783,22614,770745,821059,50314,Muslim,,,,,,,,,
Satna,GEN,BijuJanataDal,390556,INC,375786,14770,36312,802654,843472,40818,Muslim,,,,,,,,,
Secunderabad,GEN,SamajwadiParty,357049,BahujanSamajParty,158988,198061,24576,540613,590265,49652,Christian,,,,,,,,,
Serampore,GEN,INC,305048,BharatiyaJanataParty,223425,81623,39271,567744,611381,43637,Others,,,,,,,,,
Shahdol,GEN,ShiromaniAkaliDal,286828,INC,259551,27277,29810,576189,597392,21203,Hindu,,,,,,,,,
Shahjahanpur,SC,BharatiyaJanataParty,242575,INC,183457,59118,22174,448206,495277,47071,Hindu,,,,,,,,,
Sheohar,SC,INC,416673,BharatiyaJanataParty,158411,258262,36490,611574,646886,35312,Hindu,,,,,,,,,
Shillong,GEN,NationalistCongressParty,281577,ShivSena,277620,3957,22872,582069,600547,18478,Muslim,,,,,,,,,
Shimla,GEN,BharatiyaJanataParty,239706,INC,156116,83590,27108,422930,477823,54893,Others,,,,,,,,,
Shimoga,ST,INC,367553,BharatiyaJanataParty,256390,111163,24629,648572,680872,32300,Hindu,,,,,,,,,
Shirdi,GEN,INC,485710,BharatiyaJanataParty,416952,68758,21438,924100,950362,26262,Hindu,,,,,,,,,
Shirur,GEN,BharatiyaJanataParty,268195,INC,173394,94801,25250,466839,492393,25554,Hindu,,,,,,,,,
Shrawasti,GEN,CommunistPartyof,404082,AllIndiaTrinamool,272634,131448,26978,703694,757237,53543,Hindu,,,,,,,,,
Sidhi,GEN,SamajwadiParty,210171,BharatiyaJanataParty,163802,46369,34418,408391,446872,38481,Hindu,,,,,,,,,
Sikar,ST,BharatiyaJanataParty,210034,INC,180685,29349,23038,413757,462408,48651,Hindu,,,,,,,,,
Sikkim,GEN,INC,220763,SamajwadiParty,138931,81832,30308,390002,436381,46379,Christian,,,,,,,,,
Silchar,SC,BharatiyaJanataParty,424004,INC,255817,168187,32961,712782,741012,28230,Hindu,,,,,,,,,
Singhbhum,GEN,RashtriyaJanataDal,303243,BharatiyaJanataParty,229360,73883,26064,558667,569708,11041,Christian,,,,,,,,,
Sirsa,GEN,INC,190058,Independent,119162,70896,26953,336173,365449,29276,Hindu,,,,,,,,,
Sitamarhi,GEN,BharatiyaJanataParty,450097,INC,373952,76145,22888,846937,859701,12764,Christian,,,,,,,,,
Sitapur,GEN,BharatiyaJanataParty,316188,INC,310390,5798,25023,651601,689968,38367,Hindu,,,,,,,,,
Sivaganga,SC,INC,593879,TeluguDesamParty,454907,138972,37256,1086042,1137373,51331,Hindu,,,,,,,,,
Siwan,ST,BharatiyaJanataParty,210198,INC,160633,49565,37956,408787,434740,25953,Hindu,,,,,,,,,
Solapur,GEN,BharatiyaJanataParty,367546,INC,312863,54683,39819,720228,765645,45417,Hindu,,,,,,,,,
Sonipat,GEN,SikkimDemocraticFront,153409,INC,60258,93151,25773,239440,258086,18646,Hindu,,,,,,,,,
SouthDelhi,GEN,INC,246215,BharatiyaJanataParty,224895,21320,39967,511077,540254,29177,Hindu,,,,,,,,,
SouthGoa,SC,INC,311182,BharatiyaJanataParty,203002,108180,26277,540461,558918,18457,Hindu,,,,,,,,,
Srikakulam,ST,INC,221343,BharatiyaJanataParty,162147,59196,23219,406709,443811,37102,Christian,,,,,,,,,
Srinagar,SC,INC,349397,IndianNationalLok,277922,71475,21403,648722,682205,33483,Muslim,,,,,,,,,
Sriperumbudur,GEN,RashtriyaJanataDal,326165,JanataDalUnited,228160,98005,27030,581355,594102,12747,Muslim,,,,,,,,,
Sultanpur,GEN,BahujanSamajParty,171733,SamajwadiParty,166499,5234,24248,362480,379256,16776,Muslim,,,,,,,,,
Sundargarh,GEN,INC,400393,AllIndiaAnnaKazhagam,237668,162725,22755,660816,675199,14383,Hindu,,,,,,,,,
Supaul,GEN,MarumalarchiDravidaMunnetra,469072,AllIndiaAnnaKazhagam,304555,164517,39288,812915,846342,33427,Hindu,,,,,,,,,
Surat,GEN,RashtriyaJanataDal,317511,JanataDalUnited,213933,103578,20064,551508,585098,33590,Others,,,,,,,,,
Surendranagar,GEN,BharatiyaJanataParty,233477,INC,225908,7569,38306,497691,547619,49928,Hindu,,,,,,,,,
Tamluk,GEN,BharatiyaJanataParty,240654,INC,224649,16005,33441,498744,532785,34041,Hindu,,,,,,,,,
TehriGarhwal,GEN,TeluguDesamParty,361906,INC,330027,31879,25100,717033,762044,45011,Hindu,,,,,,,,,
Tenkasi,GEN,Jammu&Kashmir,98422,JammuandKashmirParty,75263,23159,24837,198522,213147,14625,Christian,,,,,,,,,
Tezpur,SC,DravidaMunnetraKazhagam,517617,AllIndiaAnnaKazhagam,282271,235346,38253,838141,852773,14632,Hindu,,,,,,,,,
Thane,GEN,BahujanSamajParty,261564,SamajwadiParty,159754,101810,25797,447115,479147,32032,Muslim,,,,,,,,,
Thanjavur,ST,BharatiyaJanataParty,336562,INC,296886,39676,20574,654022,665945,11923,Hindu,,,,,,,,,
Theni,GEN,BharatiyaJanataParty,508076,INC,357513,150563,33724,899313,914816,15503,Hindu,,,,,,,,,
Thiruvallur,GEN,BharatiyaJanataParty,219872,INC,185928,33944,30959,436759,460114,23355,Hindu,,,,,,,,,
Thiruvananthapuram,ST,BharatiyaJanataParty,357108,INC,253656,103452,21392,632156,657114,24958,Hindu,,,,,,,,,
Thoothukkudi,GEN,CommunistPartyof,507228,AllIndiaTrinamool,449848,57380,32102,989178,1032875,43697,Hindu,,,,,,,,,
Thrissur,GEN,ShiromaniAkaliDal,364646,INC,308252,56394,20592,693490,733237,39747,Others,,,,,,,,,
Tikamgarh,GEN,BharatiyaJanataParty,267395,INC,249949,17446,28008,545352,589407,44055,Hindu,,,,,,,,,
Tiruchirappalli,GEN,INC,366843,TeluguDesamParty,288287,78556,20484,675614,705065,29451,Hindu,,,,,,,,,
Tirunelveli,SC,CommunistPartyof,348000,AllIndiaAnnaKazhagam,225824,122176,36228,610052,621168,11116,Hindu,,,,,,,,,
Tirupati,GEN,INC,289847,AsomGanaParishad,219402,70445,34991,544240,573953,29713,Hindu,,,,,,,,,
Tiruppur,GEN,ShivSena,631414,NationalistCongressParty,609156,22258,31283,1271853,1291986,20133,Hindu,,,,,,,,,
Tiruvannamalai,GEN,DravidaMunnetraKazhagam,400986,AllIndiaAnnaKazhagam,281838,119148,39519,722343,765967,43624,Christian,,,,,,,,,
TonkSawaiMadhopur,GEN,PattaliMakkalKatchi,367849,AllIndiaAnnaKazhagam,276685,91164,30119,674653,721475,46822,Christian,,,,,,,,,
TripuraEast,GEN,DravidaMunnetraKazhagam,394484,AllIndiaAnnaKazhagam,212803,181681,31540,638827,661473,22646,Christian,,,,,,,,,
TripuraWest,GEN,DravidaMunnetraKazhagam,501569,AllIndiaAnnaKazhagam,322172,179397,21895,845636,902637,57001,Hindu,,,,,,,,,
Tumkur,GEN,MarumalarchiDravidaMunnetra,450907,AllIndiaAnnaKazhagam,234182,216725,25207,710296,761523,51227,Christian,,,,,,,,,
Tura,GEN,INC,370127,AllIndiaAnnaKazhagam,203052,167075,28833,602012,629348,27336,Hindu,,,,,,,,,
Udaipur,SC,INC,510961,BharatiyaJanataParty,311633,199328,33066,855660,898110,42450,Muslim,,,,,,,,,
Udhampur,GEN,DravidaMunnetraKazhagam,453786,AllIndiaAnnaKazhagam,272884,180902,29499,756169,776063,19894,Muslim,,,,,,,,,
UdupiChikmagalur,SC,BharatiyaJanataParty,315717,INC,257205,58512,20076,592998,607061,14063,Hindu,,,,,,,,,
Ujiarpur,GEN,CommunistPartyof,320960,INC,274999,45961,39721,635680,669272,33592,Others,,,,,,,,,
Ujjain,ST,CommunistPartyof,414230,BharatiyaJanataParty,103494,310736,39367,557091,572847,15756,Others,,,,,,,,,
Uluberia,GEN,CommunistPartyof,496843,INC,112207,384636,26782,635832,654633,18801,Christian,,,,,,,,,
Unnao,GEN,CommunistPartyof,286057,INC,231454,54603,38289,555800,590353,34553,Christian,,,,,,,,,
UttaraKannada,GEN,BharatiyaJanataParty,303016,JanataDalSecular,300665,2351,25115,628796,672112,43316,Hindu,,,,,,,,,
Vadodara,GEN,AllIndiaTrinamool,191938,INC,119175,72763,30172,341285,352408,11123,Muslim,,,,,,,,,
Vaishali,GEN,BharatiyaJanataParty,398059,INC,323184,74875,24458,745701,762926,17225,Hindu,,,,,,,,,
ValmikiNagar,GEN,INC,240872,BharatiyaJanataParty,193697,47175,25177,459746,496993,37247,Others,,,,,,,,,
Valsad,GEN,BharatiyaJanataParty,369627,INC,340624,29003,29954,740205,799809,59604,Hindu,,,,,,,,,
Varanasi,SC,BharatiyaJanataParty,369744,INC,299341,70403,24621,693706,731940,38234,Hindu,,,,,,,,,
Vatakara,GEN,CommunistPartyof,424749,AllIndiaTrinamool,272634,152115,38175,735558,773945,38387,Hindu,,,,,,,,,
Vellore,GEN,BahujanSamajParty,178366,SamajwadiParty,160605,17761,20597,359568,413445,53877,Muslim,,,,,,,,,
Vidisha,GEN,RashtriyaJanataDal,361503,Independent,255568,105935,21361,638432,684058,45626,Christian,,,,,,,,,
Vijayawada,GEN,MarumalarchiDravidaMunnetra,394903,AllIndiaAnnaKazhagam,243470,151433,29935,668308,683172,14864,Muslim,,,,,,,,,
Viluppuram,GEN,INC,206904,BharatiyaJanataParty,149468,57436,38125,394497,407478,12981,Hindu,,,,,,,,,
Virudhunagar,GEN,DravidaMunnetraKazhagam,436642,AllIndiaAnnaKazhagam,258032,178610,32354,727028,771015,43987,Hindu,,,,,,,,,
Visakhapatnam,GEN,BharatiyaJanataParty,428030,INC,167304,260726,39641,634975,689078,54103,Hindu,,,,,,,,,
Vizianagaram,GEN,INC,519624,TeluguDesamParty,405037,114587,39951,964612,1011488,46876,Others,,,,,,,,,
Warangal,GEN,INC,524122,TeluguDesamParty,393551,130571,31618,949291,961176,11885,Hindu,,,,,,,,,
Wardha,SC,CommunistPartyof,518507,AllIndiaTrinamool,186678,331829,27598,732783,746107,13324,Others,,,,,,,,,
Wayanad,GEN,TelanganaRashtraSamithi,427601,TeluguDesamParty,408339,19262,30913,866853,925497,58644,Hindu,,,,,,,,,
WestDelhi,GEN,BharatiyaJanataParty,269045,INC,265857,3188,28466,563368,621434,58066,Hindu,,,,,,,,,
Yavatmal,GEN,ShivSena,358682,NationalistCongressParty,297784,60898,24454,680920,691009,10089,Hindu,,,,,,,,,
Zahirabad,GEN,BharatiyaJanataParty,298513,INC,241709,56804,24718,564940,580607,15667,Hindu,,,,,,,,,
Adilabad,ST,TeluguDesamParty,372268,INC,257181,115087,22147,651596,662449,10853,Others,,,,,,,,,
Agra,SC,BharatiyaJanataParty,203697,BahujanSamajParty,193982,9715,39073,436752,463615,26863,Hindu,,,,,,,,,
AhmedabadEast,GEN,BharatiyaJanataParty,318846,INC,232790,86056,19599,571235,588437,17202,Others,,,,,,,,,
AhmedabadWest,SC,BharatiyaJanataParty,376823,INC,285696,91127,31758,694277,727818,33541,Muslim,,,,,,,,,
Ahmednagar,GEN,BharatiyaJanataParty,312047,NationalistCongressParty,265316,46731,15226,592589,621601,29012,Hindu,,,,,,,,,
Ajmer,GEN,INC,405575,BharatiyaJanataParty,329440,76135,15383,750398,767718,17320,Others,,,,,,,,,
Akbarpur,GEN,INC,192549,BahujanSamajParty,160506,32043,14937,367992,382839,14847,Christian,,,,,,,,,
Akola,GEN,BharatiyaJanataParty,287526,BharipaBahujanMahasangh,222678,64848,14527,524731,584209,59478,Hindu,,,,,,,,,
Alappuzha,GEN,INC,468679,CommunistPartyof,411044,57635,30524,910247,942446,32199,Hindu,,,,,,,,,
Alathur,SC,CommunistPartyof,387352,INC,366392,20960,21795,775539,801985,26446,Muslim,,,,,,,,,
Aligarh,GEN,BahujanSamajParty,193444,SamajwadiParty,176887,16557,25598,395929,421017,25088,Muslim,,,,,,,,,
Alipurduars,SC,RevolutionarySocialistParty,384890,AllIndiaTrinamool,272068,112822,23014,679972,715198,35226,Muslim,,,,,,,,,
Allahabad,GEN,SamajwadiParty,209431,BahujanSamajParty,174511,34920,32974,416916,453555,36639,Others,,,,,,,,,
Almora,SC,INC,200824,BharatiyaJanataParty,193874,6950,11399,406097,424789,18692,Hindu,,,,,,,,,
Alwar,GEN,INC,450119,BharatiyaJanataParty,293500,156619,25434,769053,792643,23590,Others,,,,,,,,,
Amalapuram,SC,INC,368501,PrajaRajyamParty,328496,40005,19202,716199,769666,53467,Others,,,,,,,,,
Ambala,SC,INC,322258,BharatiyaJanataParty,307688,14570,20795,650741,670332,19591,Christian,,,,,,,,,
AmbedkarNagar,GEN,BahujanSamajParty,259487,SamajwadiParty,236751,22736,24123,520361,554368,34007,Hindu,,,,,,,,,
Amethi,GEN,INC,464195,BahujanSamajParty,93997,370198,27350,585542,611844,26302,Christian,,,,,,,,,
Amravati,SC,ShivSena,314286,RepublicanPartyof,252570,61716,37565,604421,657064,52643,Hindu,,,,,,,,,
Amreli,GEN,BharatiyaJanataParty,247666,INC,210349,37317,31895,489910,508559,18649,Hindu,,,,,,,,,
Amritsar,GEN,BharatiyaJanataParty,392046,INC,385188,6858,37802,815036,861630,46594,Hindu,,,,,,,,,
Amroha,GEN,RashtriyaLokDal,283182,SamajwadiParty,191099,92083,31699,505980,551136,45156,Others,,,,,,,,,
Anakapalli,GEN,INC,369968,TeluguDesamParty,317056,52912,18847,705871,755414,49543,Hindu,,,,,,,,,
Anand,GEN,INC,348655,BharatiyaJanataParty,281337,67318,19731,649723,678190,28467,Others,,,,,,,,,
AnandpurSahib,GEN,INC,404836,ShiromaniAkaliDal,337632,67204,35330,777798,831090,53292,Muslim,,,,,,,,,
Anantapur,GEN,INC,457876,TeluguDesamParty,379955,77921,22974,860805,872910,12105,Muslim,,,,,,,,,
Anantnag,GEN,JammuKashmir,148317,JammuandKashmirParty,143093,5224,13489,304899,321840,16941,Christian,,,,,,,,,
AndamanandNicobarIslands,GEN,BharatiyaJanataParty,75211,INC,72221,2990,39346,186778,212464,25686,Hindu,,,,,,,,,
Aonla,GEN,BharatiyaJanataParty,216503,SamajwadiParty,208822,7681,36000,461325,487611,26286,Hindu,,,,,,,,,
Arakkonam,SC,DravidaMunnetraKazhagam,415041,PattaliMakkalKatchi,305245,109796,24853,745139,756744,11605,Muslim,,,,,,,,,
Araku,ST,INC,360458,CommunistPartyof,168014,192444,39740,568212,583602,15390,Hindu,,,,,,,,,
Arambagh,SC,CommunistPartyof,630254,INC,428696,201558,26810,1085760,1139880,54120,Muslim,,,,,,,,,
Arani,GEN,INC,396728,AllIndiaAnnaKazhagam,289898,106830,13402,700028,736242,36214,Muslim,,,,,,,,,
Araria,GEN,BharatiyaJanataParty,282742,LokJanshaktiParty,260240,22502,10359,553341,590472,37131,Hindu,,,,,,,,,
Arrah,GEN,JanataDal,212726,LokJanshaktiParty,138006,74720,37082,387814,406719,18905,Christian,,,,,,,,,
ArunachalEast,ST,INC,115423,BharatiyaJanataParty,46974,68449,31771,194168,232464,38296,Others,,,,,,,,,
ArunachalWest,ST,INC,140443,BharatiyaJanataParty,139129,1314,14395,293967,341038,47071,Others,,,,,,,,,
Asansol,GEN,CommunistPartyof,435161,AllIndiaTrinamool,362205,72956,30986,828352,855049,26697,Hindu,,,,,,,,,
